OrderID,CustomerID,OrderDate,ShipDate,PromisedDeliveryDate,ActualDeliveryDate,OrderStatus,OrderValue,QuantityOrdered,QuantityShipped,QuantityReturned,IsAccurate,Region
O00889,C016,2024-03-29,2024-03-30,2024-04-05,2024-04-06,Delivered,2356.95,19,6,0,0,West
O00890,C027,2024-04-14,2024-04-15,2024-04-20,2024-04-23,Delivered,1017.5,5,5,0,1,South
O00891,C003,2024-04-12,2024-04-15,2024-04-15,2024-04-18,Delivered,226.89,3,2,0,1,South
O00892,C040,2024-02-15,2024-02-17,2024-02-22,2024-02-21,Delivered,83.95,5,5,0,1,Midwest
O00893,C001,2024-02-19,2024-02-20,2024-02-23,,Shipped,2124.96,12,12,0,1,South
O00894,C002,2024-02-20,2024-02-21,2024-02-26,2024-02-23,Delivered,2101.4,20,20,0,1,Northeast
O00895,C038,2024-11-05,2024-11-07,2024-11-11,2024-11-09,Delivered,587.46,6,6,0,1,South
O00896,C018,2024-11-09,2024-11-11,2024-11-12,2024-11-11,Delivered,567.2,20,20,0,1,West
O00897,C016,2024-05-24,2024-05-26,2024-05-28,2024-05-28,Delivered,676.98,9,9,0,1,West
O00898,C019,2024-02-07,2024-02-08,2024-02-13,2024-02-13,Delivered,78.96,3,3,0,0,Midwest
O00899,C023,2024-09-01,2024-09-04,2024-09-08,2024-09-04,Delivered,699.3,18,18,0,1,West
O00900,C004,2024-01-11,2024-01-14,2024-01-17,2024-01-16,Delivered,3030.12,19,19,0,0,South
O00901,C039,2024-09-01,2024-09-04,2024-09-07,2024-09-04,Delivered,2095.93,17,17,0,1,Midwest
O00902,C007,2024-02-19,2024-02-22,2024-02-24,2024-02-23,Delivered,2619.0,12,12,0,1,Midwest
O00903,C019,2024-05-08,2024-05-09,2024-05-13,2024-05-09,Delivered,2838.55,13,13,0,1,Midwest
O00904,C011,2024-04-02,,2024-04-07,,Placed,4289.0,20,0,0,1,Midwest
O00905,C016,2024-12-13,2024-12-16,2024-12-19,2024-12-16,Delivered,2651.6,14,14,0,1,West
O00906,C017,2024-05-08,2024-05-11,2024-05-11,2024-05-11,Delivered,98.71,1,1,0,1,South
O00907,C009,2024-03-15,2024-03-16,2024-03-18,2024-03-18,Delivered,2465.8,20,20,0,1,West
O00908,C021,2024-08-19,2024-08-21,2024-08-24,2024-08-21,Delivered,728.98,7,7,2,1,South
O00909,C002,2024-07-07,2024-07-09,2024-07-11,2024-07-09,Delivered,1780.75,17,17,0,0,Northeast
O00910,C039,2024-05-17,2024-05-19,2024-05-24,2024-05-19,Delivered,414.03,3,3,0,1,Midwest
O00911,C003,2024-10-14,2024-10-15,2024-10-19,2024-10-15,Delivered,842.16,8,8,0,1,South
O00912,C027,2024-11-13,2024-11-16,2024-11-17,2024-11-22,Delivered,2016.0,16,16,0,1,South
O00913,C008,2024-11-11,2024-11-13,2024-11-16,2024-11-16,Delivered,3422.95,17,2,0,1,Northeast
O00914,C015,2024-09-18,2024-09-20,2024-09-22,2024-09-29,Delivered,157.9,10,10,7,1,Northeast
O00915,C010,2024-02-02,,2024-02-08,,Cancelled,310.46,2,0,0,1,South
O00916,C036,2024-05-29,2024-05-31,2024-06-03,,Shipped,281.6,5,5,0,1,West
O00917,C029,2024-05-25,2024-05-27,2024-05-30,2024-05-30,Delivered,1277.1,6,6,0,1,Northeast
O00918,C010,2024-01-08,2024-01-10,2024-01-13,2024-01-14,Delivered,2467.38,17,17,0,1,South
O00919,C016,2024-12-03,2024-12-05,2024-12-06,2024-12-06,Delivered,2053.8,18,18,0,1,West
O00920,C014,2024-12-05,2024-12-07,2024-12-08,2024-12-07,Delivered,2858.22,18,18,0,1,West
O00921,C023,2024-05-07,2024-05-09,2024-05-14,2024-05-19,Delivered,2002.5,15,15,0,1,West
O00922,C009,2024-06-02,2024-06-03,2024-06-05,2024-06-04,Delivered,2559.24,12,12,0,1,West
O00923,C025,2024-03-30,2024-04-02,2024-04-03,2024-04-02,Delivered,574.56,7,7,0,1,Northeast
O00924,C024,2024-01-02,2024-01-03,2024-01-06,2024-01-03,Delivered,1122.33,19,19,0,1,West
O00925,C024,2024-01-15,2024-01-16,2024-01-19,2024-01-19,Delivered,452.62,7,7,0,1,West
O00926,C002,2024-11-09,2024-11-11,2024-11-14,2024-11-14,Delivered,278.25,15,15,1,1,Northeast
O00927,C040,2024-04-01,2024-04-02,2024-04-08,2024-04-13,Delivered,80.72,2,2,0,1,Midwest
O00928,C019,2024-01-11,2024-01-13,2024-01-14,2024-01-13,Delivered,190.82,7,7,0,1,Midwest
O00929,C004,2024-07-05,2024-07-08,2024-07-10,2024-07-09,Delivered,868.11,19,19,0,1,South
O00930,C035,2024-04-16,2024-04-18,2024-04-20,2024-04-19,Delivered,1670.08,8,8,0,1,West
O00931,C001,2024-06-26,,2024-06-29,,Cancelled,351.2,8,0,0,1,South
O00932,C028,2024-05-23,,2024-05-28,,Placed,3887.64,18,0,0,1,Midwest
O00933,C029,2024-11-04,,2024-11-09,,Placed,205.54,2,0,0,1,Northeast
O00934,C023,2024-08-15,2024-08-16,2024-08-21,2024-08-21,Delivered,1064.48,8,8,2,1,West
O00935,C028,2024-10-04,2024-10-05,2024-10-08,2024-10-08,Delivered,799.68,16,16,0,1,Midwest
O00936,C010,2024-01-31,2024-02-02,2024-02-06,2024-02-05,Delivered,2340.3,15,15,0,1,South
O00937,C038,2024-11-03,,2024-11-07,,Placed,2817.2,20,0,0,1,South
O00938,C027,2024-04-08,2024-04-11,2024-04-15,2024-04-12,Delivered,2001.48,13,13,0,1,South
O00939,C038,2024-04-09,2024-04-12,2024-04-13,2024-04-13,Delivered,863.28,18,18,2,1,South
O00940,C016,2024-08-10,2024-08-11,2024-08-14,2024-08-20,Delivered,71.56,4,4,0,1,West
O00941,C016,2024-06-03,,2024-06-09,,Placed,1640.16,8,0,0,1,West
O00942,C016,2024-12-05,2024-12-07,2024-12-11,2024-12-11,Delivered,3339.52,16,16,0,1,West
O00943,C011,2024-02-02,2024-02-04,2024-02-06,2024-02-07,Delivered,1521.36,18,18,0,1,Midwest
O00944,C002,2024-11-09,2024-11-10,2024-11-16,2024-11-14,Delivered,1044.06,6,6,0,1,Northeast
O00945,C013,2024-12-03,2024-12-04,2024-12-08,2024-12-04,Delivered,1336.35,15,15,0,1,South
O00946,C024,2024-08-06,2024-08-07,2024-08-12,2024-08-09,Delivered,836.88,4,4,0,1,West
O00947,C014,2024-12-01,2024-12-02,2024-12-08,2024-12-12,Delivered,1077.48,12,12,0,0,West
O00948,C002,2024-06-20,2024-06-21,2024-06-27,,Shipped,99.84,2,2,0,1,Northeast
O00949,C017,2024-05-27,2024-05-30,2024-06-03,2024-05-31,Delivered,3016.86,14,14,0,1,South
O00950,C031,2024-09-19,,2024-09-25,,Placed,133.31,1,0,0,1,Midwest
O00951,C024,2024-05-17,2024-05-20,2024-05-21,2024-05-20,Delivered,1769.88,12,12,0,1,West
O00952,C038,2024-01-13,2024-01-14,2024-01-16,2024-01-15,Delivered,3887.82,18,18,0,1,South
O00953,C018,2024-02-03,2024-02-04,2024-02-08,2024-02-05,Delivered,3664.86,17,17,0,1,West
O00954,C004,2024-09-26,2024-09-29,2024-09-29,2024-09-29,Delivered,908.28,18,18,2,1,South
O00955,C011,2024-10-31,2024-11-03,2024-11-07,2024-11-13,Delivered,30.88,1,1,0,1,Midwest
O00956,C008,2024-06-07,2024-06-10,2024-06-13,2024-06-11,Delivered,101.8,5,5,0,1,Northeast
O00957,C025,2024-08-15,,2024-08-19,,Cancelled,164.04,4,0,0,1,Northeast
O00958,C030,2024-09-15,2024-09-17,2024-09-22,2024-09-22,Delivered,1542.56,16,16,0,1,South
O00959,C029,2024-11-23,2024-11-25,2024-11-30,2024-11-30,Delivered,1423.8,9,9,0,1,Northeast
O00960,C037,2024-03-06,2024-03-08,2024-03-13,2024-03-08,Delivered,257.06,2,1,0,1,Midwest
O00961,C012,2024-04-29,2024-05-01,2024-05-03,2024-05-03,Delivered,2154.08,16,16,0,1,Northeast
O00962,C004,2024-03-17,2024-03-20,2024-03-22,2024-03-22,Delivered,1571.9,11,11,0,1,South
O00963,C010,2024-08-25,2024-08-26,2024-08-29,2024-08-28,Delivered,242.32,4,4,0,1,South
O00964,C040,2024-02-25,,2024-02-29,,Cancelled,2046.3,15,0,0,1,Midwest
O00965,C028,2024-03-05,2024-03-08,2024-03-10,2024-03-10,Delivered,2864.6,20,20,0,1,Midwest
O00966,C011,2024-11-06,2024-11-08,2024-11-11,2024-11-09,Delivered,2258.96,11,11,0,1,Midwest
O00967,C033,2024-12-09,2024-12-12,2024-12-16,2024-12-14,Delivered,2603.9,13,13,0,1,West
O00968,C018,2024-04-23,,2024-04-26,,Cancelled,2322.03,17,0,0,1,West
O00969,C011,2024-11-12,2024-11-14,2024-11-16,2024-11-14,Delivered,1255.2,15,15,0,1,Midwest
O00970,C039,2024-10-17,2024-10-18,2024-10-23,2024-10-23,Delivered,379.3,2,2,0,1,Midwest
O00971,C013,2024-04-28,,2024-05-02,,Placed,216.0,5,0,0,1,South
O00972,C011,2024-10-08,2024-10-11,2024-10-14,2024-10-17,Delivered,149.39,1,1,0,1,Midwest
O00973,C025,2024-01-03,,2024-01-06,,Placed,1064.21,7,0,0,1,Northeast
O00974,C021,2024-09-18,2024-09-21,2024-09-22,2024-09-21,Delivered,218.89,1,1,1,1,South
O00975,C007,2024-06-23,2024-06-25,2024-06-27,2024-06-27,Delivered,477.07,11,11,0,1,Midwest
O00976,C009,2024-07-29,2024-07-31,2024-08-02,2024-08-09,Delivered,90.18,1,1,0,1,West
O00977,C027,2024-07-31,2024-08-03,2024-08-07,2024-08-13,Delivered,1212.54,14,14,0,1,South
O00978,C030,2024-08-18,2024-08-21,2024-08-22,2024-08-21,Delivered,3685.86,18,18,0,1,South
O00979,C016,2024-07-21,2024-07-23,2024-07-24,2024-07-24,Delivered,607.68,3,3,0,1,West
O00980,C038,2024-09-16,2024-09-18,2024-09-19,2024-09-19,Delivered,2449.6,16,16,0,0,South
O00981,C029,2024-11-23,2024-11-26,2024-11-27,2024-11-26,Delivered,631.68,16,16,0,1,Northeast
O00982,C039,2024-04-14,2024-04-15,2024-04-18,2024-04-24,Delivered,227.88,4,4,0,1,Midwest
O00983,C013,2024-12-04,2024-12-05,2024-12-07,2024-12-05,Delivered,3940.79,19,19,0,1,South
O00984,C023,2024-09-26,2024-09-28,2024-10-01,2024-09-29,Delivered,62.92,2,2,0,1,West
O00985,C034,2024-02-03,2024-02-04,2024-02-08,2024-02-05,Delivered,1311.4,10,10,0,1,Midwest
O00986,C021,2024-09-16,2024-09-17,2024-09-19,2024-09-18,Delivered,200.3,1,1,0,1,South
O00987,C022,2024-02-09,2024-02-12,2024-02-15,2024-02-13,Delivered,431.46,9,9,0,1,South
O00988,C015,2024-11-08,2024-11-11,2024-11-15,2024-11-12,Delivered,584.78,7,7,0,1,Northeast
O00989,C009,2024-03-29,2024-04-01,2024-04-04,2024-04-01,Delivered,932.3,5,5,0,1,West
O00990,C023,2024-10-20,2024-10-22,2024-10-24,2024-10-22,Delivered,1501.78,7,7,0,1,West
O00991,C027,2024-05-07,2024-05-08,2024-05-12,2024-05-19,Delivered,1131.48,9,9,0,1,South
O00992,C032,2024-08-03,2024-08-06,2024-08-06,2024-08-06,Delivered,2267.54,11,11,0,1,Northeast
O00993,C028,2024-08-25,2024-08-27,2024-09-01,2024-09-04,Delivered,2038.12,14,14,0,1,Midwest
O00994,C008,2024-04-26,2024-04-28,2024-04-29,2024-04-29,Delivered,375.56,2,2,0,1,Northeast
O00995,C023,2024-03-22,2024-03-23,2024-03-27,2024-03-23,Delivered,332.4,20,20,0,1,West
O00996,C012,2024-05-26,,2024-05-30,,Placed,804.8,16,0,0,1,Northeast
O00997,C029,2024-09-23,2024-09-26,2024-09-29,2024-09-27,Delivered,697.27,7,6,0,1,Northeast
O00998,C005,2024-12-10,2024-12-11,2024-12-17,2024-12-20,Delivered,4293.8,20,20,0,0,Midwest
O00999,C036,2024-09-02,,2024-09-07,,Placed,1499.7,10,0,0,1,West
O01000,C027,2024-05-03,2024-05-05,2024-05-10,2024-05-06,Delivered,1138.68,12,12,0,1,South
O01001,C018,2024-10-09,2024-10-10,2024-10-14,2024-10-14,Delivered,250.04,4,4,4,1,West
O01002,C034,2024-03-01,2024-03-04,2024-03-06,2024-03-06,Delivered,2951.2,17,17,0,0,Midwest
O01003,C014,2024-03-13,2024-03-16,2024-03-18,2024-03-23,Delivered,3742.24,19,19,0,1,West
O01004,C015,2024-01-03,2024-01-06,2024-01-10,2024-01-08,Delivered,48.2,1,1,0,1,Northeast
O01005,C010,2024-11-26,2024-11-29,2024-12-01,2024-11-30,Delivered,2221.38,18,18,0,1,South
O01006,C010,2024-02-26,2024-02-27,2024-03-04,2024-02-29,Delivered,1699.08,12,12,0,1,South
O01007,C002,2024-10-13,2024-10-15,2024-10-17,2024-10-18,Delivered,969.78,14,9,0,1,Northeast
O01008,C030,2024-10-10,,2024-10-13,,Cancelled,1015.5,15,0,0,1,South
O01009,C005,2024-01-25,2024-01-26,2024-01-28,2024-01-28,Delivered,1288.26,6,6,0,1,Midwest
O01010,C023,2024-09-14,2024-09-16,2024-09-20,2024-09-17,Delivered,1430.64,8,8,0,1,West
O01011,C028,2024-06-13,2024-06-14,2024-06-17,,Shipped,1169.82,18,18,0,1,Midwest
O01012,C023,2024-05-25,,2024-05-30,,Placed,866.56,8,0,0,1,West
O01013,C034,2024-08-30,2024-09-02,2024-09-02,2024-09-02,Delivered,3335.36,16,16,13,1,Midwest
O01014,C026,2024-03-31,2024-04-01,2024-04-04,2024-04-02,Delivered,1751.49,13,13,0,0,West
O01015,C020,2024-02-18,2024-02-19,2024-02-22,2024-02-19,Delivered,1311.03,9,5,0,1,Northeast
O01016,C004,2024-12-09,2024-12-11,2024-12-15,2024-12-12,Delivered,1388.1,14,14,0,0,South
O01017,C040,2024-08-12,2024-08-15,2024-08-17,2024-08-17,Delivered,68.36,1,1,1,1,Midwest
O01018,C026,2024-08-04,2024-08-06,2024-08-07,2024-08-09,Delivered,2490.08,16,16,0,1,West
O01019,C025,2024-08-12,2024-08-13,2024-08-18,2024-08-20,Delivered,1308.66,17,17,0,1,Northeast
O01020,C021,2024-05-12,2024-05-13,2024-05-15,2024-05-13,Delivered,1131.4,10,10,0,1,South
O01021,C001,2024-06-28,2024-06-29,2024-07-05,2024-07-01,Delivered,323.56,4,4,0,1,South
O01022,C019,2024-04-14,,2024-04-18,,Cancelled,711.54,18,0,0,1,Midwest
O01023,C040,2024-03-16,2024-03-17,2024-03-20,2024-03-18,Delivered,462.6,4,4,0,1,Midwest
O01024,C012,2024-04-29,2024-05-01,2024-05-06,2024-05-07,Delivered,1086.6,10,10,0,1,Northeast
O01025,C003,2024-07-30,2024-07-31,2024-08-06,2024-08-04,Delivered,1315.52,8,8,0,1,South
O01026,C028,2024-05-13,2024-05-16,2024-05-19,2024-05-16,Delivered,458.36,7,7,0,1,Midwest
O01027,C002,2024-09-30,2024-10-01,2024-10-05,2024-10-03,Delivered,88.96,4,4,0,1,Northeast
O01028,C015,2024-03-21,2024-03-23,2024-03-24,2024-03-24,Delivered,290.25,5,5,1,1,Northeast
O01029,C025,2024-01-13,2024-01-15,2024-01-16,2024-01-16,Delivered,335.28,8,8,0,0,Northeast
O01030,C024,2024-01-20,2024-01-21,2024-01-23,2024-01-22,Delivered,1974.94,11,11,0,1,West
O01031,C035,2024-12-11,2024-12-12,2024-12-17,2024-12-13,Delivered,715.68,8,8,0,1,West
O01032,C004,2024-04-05,2024-04-08,2024-04-11,2024-04-10,Delivered,1935.12,11,7,0,1,South
O01033,C029,2024-09-12,2024-09-15,2024-09-17,2024-09-17,Delivered,2794.24,16,16,0,1,Northeast
O01034,C032,2024-04-23,2024-04-24,2024-04-26,2024-04-24,Delivered,245.25,5,5,0,1,Northeast
O01035,C005,2024-02-23,2024-02-25,2024-02-29,2024-02-29,Delivered,2678.55,15,15,0,1,Midwest
O01036,C005,2024-07-13,2024-07-16,2024-07-19,2024-07-20,Delivered,103.64,2,2,0,1,Midwest
O01037,C010,2024-05-19,,2024-05-22,,Cancelled,491.88,3,0,0,1,South
O01038,C011,2024-02-17,2024-02-19,2024-02-21,2024-02-23,Delivered,164.66,2,2,0,1,Midwest
O01039,C014,2024-07-20,2024-07-22,2024-07-25,2024-07-25,Delivered,1380.5,10,10,0,1,West
O01040,C012,2024-12-05,2024-12-07,2024-12-09,2024-12-16,Delivered,99.25,5,5,0,1,Northeast
O01041,C033,2024-04-30,,2024-05-05,,Cancelled,950.52,12,0,0,1,West
O01042,C038,2024-07-01,2024-07-04,2024-07-08,2024-07-07,Delivered,993.7,5,5,0,1,South
O01043,C030,2024-07-23,2024-07-26,2024-07-30,2024-07-28,Delivered,567.82,11,11,0,0,South
O01044,C004,2024-10-23,2024-10-25,2024-10-27,2024-10-26,Delivered,1978.8,12,12,0,1,South
O01045,C006,2024-11-08,2024-11-10,2024-11-13,2024-11-15,Delivered,180.92,1,1,0,1,Northeast
O01046,C016,2024-03-30,2024-04-01,2024-04-02,2024-04-01,Delivered,422.16,8,8,0,1,West
O01047,C009,2024-10-02,2024-10-04,2024-10-06,,Shipped,259.65,9,9,0,1,West
O01048,C034,2024-05-21,2024-05-22,2024-05-26,2024-05-26,Delivered,1148.76,9,7,0,1,Midwest
O01049,C013,2024-01-17,2024-01-19,2024-01-23,2024-01-19,Delivered,1140.93,7,7,0,1,South
O01050,C020,2024-09-03,2024-09-06,2024-09-06,2024-09-06,Delivered,380.63,17,17,0,1,Northeast
O01051,C008,2024-05-17,2024-05-20,2024-05-22,2024-05-25,Delivered,231.21,3,3,0,1,Northeast
O01052,C028,2024-04-30,2024-05-01,2024-05-04,2024-05-04,Delivered,1869.6,19,19,0,1,Midwest
O01053,C011,2024-08-04,2024-08-07,2024-08-10,2024-08-09,Delivered,621.99,9,9,0,1,Midwest
O01054,C027,2024-09-17,2024-09-19,2024-09-21,2024-09-20,Delivered,105.26,1,1,0,1,South
O01055,C035,2024-08-01,2024-08-03,2024-08-08,2024-08-07,Delivered,1272.72,6,6,0,1,West
O01056,C013,2024-11-21,2024-11-22,2024-11-27,2024-11-26,Delivered,87.42,3,3,0,1,South
O01057,C016,2024-06-05,2024-06-07,2024-06-10,2024-06-08,Delivered,470.96,4,4,0,1,West
O01058,C031,2024-08-15,2024-08-18,2024-08-20,2024-08-19,Delivered,64.97,1,1,0,1,Midwest
O01059,C038,2024-06-25,,2024-06-30,,Placed,871.78,7,0,0,1,South
O01060,C020,2024-10-29,2024-10-30,2024-11-05,,Shipped,212.72,8,3,0,0,Northeast
O01061,C008,2024-11-16,2024-11-19,2024-11-22,2024-11-21,Delivered,1862.4,15,15,0,1,Northeast
O01062,C021,2024-04-08,2024-04-09,2024-04-15,2024-04-15,Delivered,1885.0,20,20,0,1,South
O01063,C033,2024-11-21,2024-11-24,2024-11-24,2024-11-24,Delivered,3645.82,17,17,11,1,West
O01064,C027,2024-01-04,2024-01-07,2024-01-10,2024-01-07,Delivered,1909.5,15,10,0,1,South
O01065,C036,2024-03-16,2024-03-18,2024-03-23,,Shipped,476.7,5,5,0,1,West
O01066,C021,2024-04-15,,2024-04-19,,Placed,2290.6,20,0,0,1,South
O01067,C034,2024-09-09,2024-09-12,2024-09-13,2024-09-17,Delivered,2029.83,11,1,0,1,Midwest
O01068,C016,2024-04-19,2024-04-22,2024-04-24,2024-04-22,Delivered,1559.28,12,12,0,0,West
O01069,C006,2024-09-03,2024-09-04,2024-09-09,2024-09-06,Delivered,69.29,1,1,0,1,Northeast
O01070,C004,2024-01-08,2024-01-11,2024-01-15,2024-01-13,Delivered,1231.74,6,6,0,1,South
O01071,C034,2024-07-12,2024-07-15,2024-07-19,2024-07-18,Delivered,219.96,4,4,0,1,Midwest
O01072,C028,2024-08-14,2024-08-16,2024-08-18,2024-08-17,Delivered,2152.64,14,14,10,1,Midwest
O01073,C038,2024-04-27,2024-04-30,2024-05-03,2024-05-02,Delivered,390.7,10,2,0,1,South
O01074,C033,2024-09-15,2024-09-17,2024-09-20,2024-09-20,Delivered,41.96,1,1,0,1,West
O01075,C019,2024-03-10,,2024-03-15,,Cancelled,973.12,8,0,0,1,Midwest
O01076,C013,2024-02-29,2024-03-03,2024-03-05,2024-03-05,Delivered,1973.52,12,12,0,1,South
O01077,C016,2024-01-05,2024-01-07,2024-01-09,2024-01-09,Delivered,1662.4,16,16,0,1,West
O01078,C025,2024-07-28,,2024-08-03,,Cancelled,1383.84,16,0,0,1,Northeast
O01079,C035,2024-02-20,,2024-02-27,,Cancelled,1961.26,14,0,0,1,West
O01080,C011,2024-05-17,2024-05-18,2024-05-21,2024-05-19,Delivered,165.51,1,1,0,1,Midwest
O01081,C028,2024-10-09,2024-10-10,2024-10-15,2024-10-13,Delivered,1980.94,19,19,0,1,Midwest
O01082,C002,2024-06-10,2024-06-12,2024-06-14,2024-06-12,Delivered,76.26,2,2,0,1,Northeast
O01083,C039,2024-01-18,2024-01-19,2024-01-25,2024-01-26,Delivered,248.72,4,4,0,1,Midwest
O01084,C028,2024-05-16,2024-05-18,2024-05-21,2024-05-19,Delivered,770.26,19,19,13,1,Midwest
O01085,C011,2024-02-25,,2024-03-01,,Cancelled,2184.24,19,0,0,1,Midwest
O01086,C002,2024-06-21,2024-06-23,2024-06-26,2024-06-23,Delivered,1640.64,16,16,0,1,Northeast
O01087,C020,2024-09-17,2024-09-19,2024-09-23,2024-09-21,Delivered,1951.43,13,13,0,1,Northeast
O01088,C009,2024-02-21,2024-02-24,2024-02-25,2024-02-24,Delivered,902.28,12,12,0,1,West
O01089,C002,2024-01-11,2024-01-12,2024-01-17,2024-01-13,Delivered,1706.12,17,17,0,1,Northeast
O01090,C018,2024-02-08,2024-02-11,2024-02-11,2024-02-18,Delivered,216.19,1,1,0,1,West
O01091,C003,2024-04-26,2024-04-29,2024-04-29,2024-04-29,Delivered,2579.92,14,14,14,1,South
O01092,C026,2024-10-03,,2024-10-09,,Placed,465.24,12,0,0,1,West
O01093,C010,2024-04-16,2024-04-18,2024-04-20,2024-04-20,Delivered,1411.92,8,8,0,1,South
O01094,C039,2024-05-10,2024-05-12,2024-05-13,2024-05-13,Delivered,1076.64,12,12,0,1,Midwest
O01095,C036,2024-09-28,2024-09-29,2024-10-02,2024-10-09,Delivered,2134.35,17,17,0,1,West
O01096,C030,2024-09-03,2024-09-04,2024-09-07,2024-09-11,Delivered,2906.28,18,18,14,1,South
O01097,C031,2024-11-19,2024-11-21,2024-11-26,2024-11-26,Delivered,363.45,15,15,0,0,Midwest
O01098,C038,2024-03-20,2024-03-21,2024-03-27,2024-03-27,Delivered,230.06,2,2,1,1,South
O01099,C038,2024-05-21,2024-05-22,2024-05-24,2024-05-26,Delivered,574.2,18,18,0,1,South
O01100,C021,2024-02-03,2024-02-06,2024-02-07,2024-02-07,Delivered,1043.2,16,9,0,1,South
O01101,C038,2024-11-18,2024-11-20,2024-11-24,2024-11-27,Delivered,939.12,14,14,0,1,South
O01102,C036,2024-11-27,2024-11-30,2024-12-03,2024-12-02,Delivered,218.7,3,3,0,1,West
O01103,C022,2024-11-30,2024-12-02,2024-12-03,2024-12-02,Delivered,2572.02,18,17,0,1,South
O01104,C017,2024-05-26,2024-05-27,2024-06-02,2024-06-01,Delivered,868.67,11,1,0,1,South
O01105,C026,2024-01-01,2024-01-04,2024-01-05,,Shipped,393.2,20,20,0,1,West
O01106,C028,2024-05-01,2024-05-04,2024-05-07,2024-05-07,Delivered,1180.05,15,15,0,1,Midwest
O01107,C007,2024-06-04,2024-06-05,2024-06-07,2024-06-05,Delivered,2228.46,13,13,0,1,Midwest
O01108,C009,2024-11-06,2024-11-08,2024-11-13,2024-11-11,Delivered,427.16,2,2,0,1,West
O01109,C006,2024-03-01,2024-03-03,2024-03-08,2024-03-15,Delivered,1157.0,10,10,0,1,Northeast
O01110,C010,2024-03-24,2024-03-25,2024-03-31,2024-03-28,Delivered,188.19,1,1,0,1,South
O01111,C035,2024-10-28,2024-10-30,2024-10-31,2024-10-31,Delivered,2420.48,16,16,0,1,West
O01112,C031,2024-06-20,2024-06-22,2024-06-26,2024-06-29,Delivered,442.29,3,3,0,1,Midwest
O01113,C032,2024-07-14,2024-07-16,2024-07-21,2024-07-18,Delivered,1108.62,9,8,0,0,Northeast
O01114,C009,2024-11-28,2024-11-30,2024-12-04,2024-12-03,Delivered,780.9,5,5,0,1,West
O01115,C024,2024-11-22,2024-11-23,2024-11-28,2024-11-24,Delivered,3223.35,19,19,0,1,West
O01116,C038,2024-05-18,2024-05-19,2024-05-22,2024-05-19,Delivered,1010.0,8,8,0,1,South
O01117,C038,2024-07-30,2024-08-01,2024-08-06,2024-08-03,Delivered,86.38,2,2,0,1,South
O01118,C039,2024-04-30,2024-05-01,2024-05-03,2024-05-03,Delivered,860.04,4,4,0,1,Midwest
O01119,C023,2024-07-19,2024-07-20,2024-07-25,2024-07-25,Delivered,127.6,4,4,0,1,West
O01120,C031,2024-12-10,,2024-12-16,,Cancelled,2417.91,11,0,0,1,Midwest
O01121,C015,2024-02-12,2024-02-13,2024-02-18,2024-02-23,Delivered,2936.6,20,20,0,1,Northeast
O01122,C016,2024-02-22,2024-02-23,2024-02-29,2024-02-23,Delivered,671.44,14,8,0,1,West
O01123,C030,2024-08-10,2024-08-13,2024-08-15,2024-08-14,Delivered,1739.01,13,13,3,1,South
O01124,C024,2024-03-24,2024-03-27,2024-03-29,2024-03-27,Delivered,51.06,1,1,0,1,West
O01125,C013,2024-10-24,2024-10-25,2024-10-31,2024-10-25,Delivered,2155.5,18,18,0,1,South
O01126,C004,2024-02-07,2024-02-09,2024-02-11,2024-02-10,Delivered,212.27,1,1,0,1,South
O01127,C035,2024-03-25,2024-03-28,2024-03-31,2024-03-28,Delivered,842.24,4,4,0,1,West
O01128,C012,2024-11-08,2024-11-09,2024-11-14,2024-11-12,Delivered,2237.73,11,11,2,1,Northeast
O01129,C029,2024-05-06,2024-05-08,2024-05-10,2024-05-10,Delivered,1992.64,13,13,0,0,Northeast
O01130,C040,2024-07-13,2024-07-14,2024-07-18,2024-07-17,Delivered,152.6,5,5,0,1,Midwest
O01131,C030,2024-01-19,2024-01-21,2024-01-22,2024-01-22,Delivered,1858.68,12,2,0,1,South
O01132,C009,2024-12-11,2024-12-12,2024-12-18,,Shipped,123.25,1,1,0,1,West
O01133,C031,2024-09-09,,2024-09-14,,Placed,291.3,2,0,0,1,Midwest
O01134,C038,2024-06-21,2024-06-24,2024-06-25,2024-06-25,Delivered,859.1,10,10,0,1,South
O01135,C040,2024-05-16,,2024-05-23,,Cancelled,475.56,4,0,0,1,Midwest
O01136,C007,2024-07-03,2024-07-04,2024-07-08,2024-07-07,Delivered,4166.4,20,20,0,1,Midwest
O01137,C006,2024-01-04,2024-01-05,2024-01-10,2024-01-06,Delivered,327.04,2,2,0,1,Northeast
O01138,C006,2024-09-01,2024-09-03,2024-09-08,2024-09-06,Delivered,1048.0,5,5,0,1,Northeast
O01139,C014,2024-08-13,2024-08-15,2024-08-17,2024-08-16,Delivered,180.78,1,1,0,1,West
O01140,C040,2024-02-05,2024-02-06,2024-02-12,2024-02-09,Delivered,1851.66,18,18,0,1,Midwest
O01141,C013,2024-02-26,2024-02-27,2024-03-02,,Shipped,2562.7,14,6,0,1,South
O01142,C022,2024-05-18,2024-05-20,2024-05-24,2024-05-31,Delivered,552.88,8,6,0,1,South
O01143,C040,2024-10-08,2024-10-11,2024-10-15,2024-10-11,Delivered,1026.1,5,5,0,1,Midwest
O01144,C024,2024-06-09,2024-06-11,2024-06-14,2024-06-14,Delivered,227.7,11,11,0,1,West
